SEGID,AADT1981,AADT1982,AADT1983,AADT1984,AADT1985,AADT1986,AADT1987,AADT1988,AADT1989,AADT1990,AADT1991,AADT1992,AADT1993,AADT1994,AADT1995,AADT1996,AADT1997,AADT1998,AADT1999,AADT2000,AADT2001,AADT2002,AADT2003,AADT2004,AADT2005,AADT2006,AADT2007,AADT2008,AADT2009,AADT2010,AADT2011,AADT2012,AADT2013,AADT2014,AADT2015,AADT2016,AADT2017,AADT2018,AADT2019,AADT2020,AADT2021
2944_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,950,945,940,940,920,895,905,945,995,1022,1032,1051,939,1018
2944_000.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,950,945,940,940,920,895,905,945,995,1022,1032,1051,939,1018
2945_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2945_001.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2945_003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2946_000.0,,,,,,,,,,,,,,,,,,,,,,,16155,18250,18195,19000,18390,17490,17385,17315,17260,16915,17365,17555,18310,19279,19800,19998,20358,18180,19707
2946_000.6,,,,,,,,,,,,,,,,,,,,,,,14490,9985,15840,16540,16770,15950,15855,15790,15745,15430,15045,15210,15860,16703,17154,17326,17638,15751,17074
2946_001.1,,,,,,,,,,,,,,,,,,,,,,,13825,9550,15205,7975,8085,7690,16060,16000,15950,15630,15240,15410,16070,16923,17380,17554,17870,15958,17298
2946_001.6,,,,,,,,,,,,,,,,,,,,,,,11170,9595,9565,9990,11560,10995,10930,10885,10850,10635,10085,10195,10635,11198,11500,11615,11824,10559,11446
2946_002.2,,,,,,,,,,,,,,,,,,,,,,,8635,8690,9325,9740,9875,9390,7980,7950,7925,7765,7570,7655,7985,8407,8634,8720,8877,7927,8593
2946_002.7,,,,,,,,,,,,,,,,,,,,,,,12965,13045,13005,11555,12070,11475,10755,10715,10680,10465,10205,10315,10760,11331,11637,11753,11965,10685,11583
2946_003.2,,,,,,,,,,,,,,,,,,,,,,,12965,13045,13005,11555,12070,11475,11290,11245,11210,10990,10715,10830,11295,11896,12217,12339,12561,11217,12159
2946_003.6,,,,,,,,,,,,,,,,,,,,,,,12680,12760,12720,7225,7325,6965,10150,10110,10080,9875,9630,9735,10155,10693,10982,11092,11292,10084,10931
2946_004.1,,,,,,,,,,,,,,,,,,,,,,,12680,10580,10550,11020,11175,10625,10560,10520,10490,10280,10020,10130,10565,11127,11427,11541,11749,10492,11373
2946_004.7,,,,,,,,,,,,,,,,,,,,,,,12680,10580,11145,11640,11805,11225,11160,11115,11080,10860,10585,10705,11165,11755,12072,12193,12412,11084,12015
2946_005.1,,,,,,,,,,,,,,,,,,,,,,,12680,10580,11145,11640,11805,11225,11160,11115,11080,10860,10585,10705,11165,11755,12072,12193,12412,11084,12015
2947_000.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2947_001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2949_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2949_000.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2949_001.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2949_003.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2950_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,742,755,674,731
2950_001.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,742,755,674,731
2951_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2953_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2954_000.0,,,,,,,,,,,,,,,,,,,,,,,4521,4550,5565,5815,5895,5605,5575,5550,5535,5425,5285,5345,5575,5870,6028,6088,6198,5535,6000
2954_000.4,,,,,,,,,,,,,,,,,,,,,,,4521,4550,5565,5815,5895,5605,5575,5550,5535,5425,5285,5345,5575,5870,6028,6088,6198,5535,6000
2954_000.5,,,,,,,,,,,,,,,,,,,,,,,9384,9440,9410,9830,9970,9480,9425,9385,9355,9170,8940,9040,9430,9928,10196,10298,10483,9361,10147
2954_001.0,,,,,,,,,,,,,,,,,,,,,,,9384,9440,9410,9830,9970,9480,9425,9385,9355,9170,8940,9040,9430,9928,10196,10298,10483,9361,10147
2954_001.5,,,,,,,,,,,,,,,,,,,,,,,10848,12810,12770,13335,13155,12510,12435,12385,12345,12100,10255,10370,10815,11389,11697,11814,12027,10740,11642
2954_001.7,,,,,,,,,,,,,,,,,,,,,,,10848,12810,12770,13335,13155,12510,12435,12385,12345,12100,10255,10370,10815,11389,11697,11814,12027,10740,11642
2954_001.9,,,,,,,,,,,,,,,,,,,,,,,6194,6235,5410,5650,5730,5450,5415,5395,5465,5355,5220,5280,5505,5798,5955,6015,6123,5468,5927
2954_002.0,,,,,,,,,,,,,,,,,,,,,,,6194,6235,5410,5650,5730,5450,5415,5395,5465,5355,5220,5280,5505,5798,5955,6015,6123,5468,5927
2954_002.5,,,,,,,,,,,,,,,,,,,,,,,6194,4300,4290,4425,4485,4265,5360,5335,5320,5215,5085,5140,5360,5646,5798,5856,5961,5323,5770
2954_003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2232,2419
2955_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2955_001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2956_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1890,1885,1875,1840,1795,1815,1890,1991,2045,2065,2102,1877,2035
2956_000.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1890,1885,1875,1840,1795,1815,1890,1991,2045,2065,2102,1877,2035
2957_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2957_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2957_002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2958_000.0,,,,,,,,,,,,,,,,,,,,,,,1658,3785,3775,3945,4000,3805,3780,3765,3755,3680,6735,6810,7100,7478,7680,7757,7897,7052,7644
2958_000.1,,,,,,,,,,,,,,,,,,,,,,,1658,3785,3775,3945,4000,3805,3780,3765,3755,3680,6735,6810,7100,7478,7680,7757,7897,7052,7644
2958_000.6,,,,,,,,,,,,,,,,,,,,,,,8350,8400,6580,6875,6970,6210,6175,6150,6130,6010,5860,5925,6180,6505,6681,6748,6869,6134,6649
2958_001.1,,,,,,,,,,,,,,,,,,,,,,,7610,7660,7640,9450,9580,9110,9220,9185,9155,8970,8750,8845,9225,9713,9975,10075,10256,9159,9928
2958_001.6,,,,,,,,,,,,,,,,,,,,,,,6915,6960,6940,7250,7350,6990,6950,6920,6900,6765,7485,7570,7895,8311,8535,8620,8775,7836,8494
2958_002.1,,,,,,,,,,,,,,,,,,,,,,,7240,7580,7560,2010,2040,1950,1940,1930,1925,1885,1840,1860,1940,2043,2098,2119,2157,1926,2088
2959_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2959_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2960_000.0,,,,,,,,,,,,,,,,,,,,,,,10658,10725,10695,9920,10060,9565,9510,9470,9445,9255,9025,9420,9880,10317,10596,10734,10841,9432,10451
2960_000.4,,,,,,,,,,,,,,,,,,,,,,,27725,26420,26335,27500,27885,26520,26360,26255,26175,25650,25010,26110,27390,28595,29367,29749,30046,26140,28963
2960_000.6,,,,,,,,,,,,,,,,,,,,,,,25313,25465,26870,28060,28455,29235,29060,28945,28855,28280,27570,28785,30195,31524,32375,32796,33124,28818,31930
2960_001.0,,,,,,,,,,,,,,,,,,,,,,,25313,25465,26870,28060,28455,29235,29060,28945,28855,28280,27570,28785,30195,31524,32375,32796,33124,28818,31930
2960_001.5,,,,,,,,,,,,,,,,,,,,,,,25313,25465,25385,31475,31915,32780,29465,29350,29260,28675,27960,29190,30620,31965,32828,33255,33588,29222,32378
2960_001.9,,,,,,,,,,,,,,,,,,,,,,,22014,22150,21985,22960,23280,23910,23765,23670,23600,23130,26875,27170,28340,29841,30647,30953,31510,28138,30502
2960_002.0,,,,,,,,,,,,,,,,,,,,,,,22014,22150,21985,22960,23280,23910,23765,23670,23600,23130,26875,27170,28340,29841,30647,30953,31510,28138,30502
2960_002.5,,,,,,,,,,,,,,,,,,,,,,,22014,22150,20395,20700,20990,21895,21765,21675,21685,21250,20720,20945,21850,23006,23627,23863,24293,21694,23516
2960_003.0,,,,,,,,,,,,,,,,,,,,,,,18545,18660,18600,18880,19145,18205,18910,18830,18775,18400,17940,18135,18915,19920,20458,20663,21035,18784,20362
2960_003.4,,,,,,,,,,,,,,,,,,,,,,,18545,18660,18600,18880,19145,18205,18910,18830,18775,18400,17940,18135,18915,19920,20458,20663,21035,18784,20362
2960_004.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2855,2835,2825,4780,4685,4565,4615,4815,5069,5206,5258,5353,4780,5182
2961_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2961_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2962_000.0,,,,,,,,,,,,,,,,,,,,,,,1825,1840,8925,9320,9450,8985,8935,8895,8870,8695,8475,8570,8935,9411,9665,9762,9938,8875,9621
2962_000.2,,,,,,,,,,,,,,,,,,,,,,,1825,1840,8925,9320,9450,8985,8935,8895,8870,8695,8475,8570,8935,9411,9665,9762,9938,8875,9621
2962_001.8,,,,,,,,,,,,,,,,,,,,,,,1825,1840,8925,2270,2300,2190,2175,2165,2160,2115,2065,2085,2175,2292,2354,2378,2421,2162,2344
2963_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2963_000.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2963_001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2964_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_000.4,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_001.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_002.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_002.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2964_003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4755,4725,4705,4695,4600,4485,4535,4730,4979,5113,5164,5257,4695,5089
2965_000.0,,,,,,,,,,,,,,,,,,,,,,,3550,7535,7515,7850,8630,8210,8160,8125,8105,7940,7605,7690,8020,8445,8673,8760,8918,7964,8633
2965_000.5,,,,,,,,,,,,,,,,,,,,,,,3550,7535,9190,9600,9735,8450,8395,8365,8340,8170,7965,8055,8400,8846,9085,9176,9341,8342,9043
2965_001.1,,,,,,,,,,,,,,,,,,,,,,,3550,7535,9190,10215,10360,9850,9790,9750,9725,9530,9290,9395,9795,10316,10595,10701,10894,9728,10545
2965_001.6,,,,,,,,,,,,,,,,,,,,,,,3550,9080,9055,9455,9190,8740,8685,8650,8625,8455,7795,7880,8220,8654,8888,8977,9139,8161,8847
2965_002.1,,,,,,,,,,,,,,,,,,,,,,,4219,4245,5035,5260,5335,5075,5045,5025,5010,4910,4785,4840,5045,5313,5456,5511,5610,5010,5431
2966_000.0,,,,,,,,,,,,,,,,,,,,,,,5070,5705,5690,3395,3675,3495,3470,3460,3450,3380,3295,3330,3475,3658,3757,3795,3863,3450,3740
2966_000.5,,,,,,,,,,,,,,,,,,,,,,,5070,5705,5690,5945,6030,5735,5700,5675,5660,5545,5340,5400,5635,5932,6092,6153,6264,5594,6064
2966_001.0,,,,,,,,,,,,,,,,,,,,,,,10217,10280,6670,6965,7065,6415,6380,6350,6335,6205,6050,6120,6380,6719,6900,6969,7094,6335,6867
2966_001.5,,,,,,,,,,,,,,,,,,,,,,,6942,6985,6965,5705,5785,5500,5470,5445,5430,5320,5190,5245,5470,5762,5918,5977,6085,5434,5890
2966_002.0,,,,,,,,,,,,,,,,,,,,,,,5904,7425,7405,7735,7845,4400,4375,4355,4345,4255,5590,5650,5895,6206,6374,6438,6554,5853,6345
2966_002.5,,,,,,,,,,,,,,,,,,,,,,,9131,9190,9165,2765,2805,3125,3105,3090,3085,3020,2945,2975,3105,3270,3358,3392,3453,3084,3343
2966_003.1,,,,,,,,,,,,,,,,,,,,,,,5866,5905,5890,7535,7640,7265,7220,7195,7170,7030,7380,7720,8110,8818,8721,8695,8791,7912,9028
2966_003.7,,,,,,,,,,,,,,,,,,,,,,,5866,4060,4050,4230,6930,6590,6550,6525,6505,6375,3445,3485,3635,3827,3930,3969,4040,3608,3911
2966_004.2,,,,,,,,,,,,,,,,,,,,,,,3834,3860,5870,6130,6215,5910,5875,5850,6305,6180,6025,6090,6355,6690,6871,6940,7065,6309,6839
2966_004.7,,,,,,,,,,,,,,,,,,,,,,,3834,3860,3850,4020,4075,3875,3855,3840,3825,3750,3655,3695,3855,4058,4168,4210,4286,3827,4148
2966_005.1,,,,,,,,,,,,,,,,,,,,,,,3834,6290,6270,6550,6640,6315,6280,6570,6550,6420,3165,3200,3340,3515,3610,3646,3712,3315,3593
2966_005.2,,,,,,,,,,,,,,,,,,,,,,,3834,6290,6270,6550,6640,6315,6280,6570,6550,6420,3165,3200,3340,3515,3610,3646,3712,3315,3593
2966_005.7,,,,,,,,,,,,,,,,,,,,,,,3834,6290,6270,6550,6640,6315,6280,6570,6550,6420,3165,3200,3340,3515,3610,3646,3712,3315,3593
2967_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2967_000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2967_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2967_001.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2968_000.0,,,,,,,,,,,,,,,,,,,,,,,2920,2940,2785,2910,2950,3035,3015,3005,2995,2935,2865,2895,3020,3178,3264,3297,3356,2997,3249
2968_000.5,,,,,,,,,,,,,,,,,,,,,,,2920,2940,2785,2910,2950,3035,3015,3005,2995,2935,2865,2895,3020,3178,3264,3297,3356,2997,3249
2968_001.1,,,,,,,,,,,,,,,,,,,,,,,6345,6385,6365,15320,15535,14775,14685,14625,14580,14290,13930,14085,14690,15470,15888,16047,16336,14588,15813
2968_001.5,,,,,,,,,,,,,,,,,,,,,,,6345,6385,6365,15320,15535,14775,14685,14625,14580,14290,13930,14085,14690,15470,15888,16047,16336,14588,15813
2968_002.0,,,,,,,,,,,,,,,,,,,,,,,3630,4245,4235,4425,4600,4375,4350,4330,4320,4235,4125,4170,4350,4582,4706,4753,4839,4321,4684
2969_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2969_000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2969_001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2970_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,1859,1892,1689,1831
2972_000.0,,,,,,,,,,,,,,,,,,,,,,,3795,4150,4140,4325,5060,4810,4780,4760,4750,4655,3950,3990,4165,4385,4503,4548,4630,4135,4482
2972_000.2,,,,,,,,,,,,,,,,,,,,,,,3795,4150,4140,4325,5060,4810,4780,4760,4750,4655,3950,3990,4165,4385,4503,4548,4630,4135,4482
2972_000.5,,,,,,,,,,,,,,,,,,,,,,,3795,3820,4780,4995,5065,4815,4790,4770,4755,4660,4545,4595,4790,5046,5182,5234,5328,4758,5158
2972_001.0,,,,,,,,,,,,,,,,,,,,,,,3795,3820,4780,4995,5065,4815,4790,4770,4755,4660,4545,4595,4790,5046,5182,5234,5328,4758,5158
2972_001.4,,,,,,,,,,,,,,,,,,,,,,,4037,4065,4055,3980,4035,3840,3730,3715,3705,3630,3540,3580,3735,3931,4037,4077,4150,3706,4017
2972_001.5,,,,,,,,,,,,,,,,,,,,,,,4037,4065,4055,3980,4035,3840,3730,3715,3705,3630,3540,3580,3735,3931,4037,4077,4150,3706,4017
2974_000.0,,,,,,,,,,,,,,,,,,,,,,,3730,4545,4535,4735,4800,4565,4540,4520,4505,4415,2900,2930,3055,3218,3305,3338,3398,3034,3289
2974_000.5,,,,,,,,,,,,,,,,,,,,,,,4870,4590,5505,5750,5830,5545,5510,5490,8185,8020,7820,7905,8245,8683,8917,9006,9168,8187,8875
2974_001.0,,,,,,,,,,,,,,,,,,,,,,,8175,8745,8720,8270,8385,7975,7925,7895,7870,7715,7520,7605,7930,8351,8576,8662,8818,7874,8535
2974_001.5,,,,,,,,,,,,,,,,,,,,,,,10635,11035,11000,11490,11650,11080,11015,11195,11160,10935,7830,7915,8255,8694,8929,9018,9180,8198,8887
2974_001.7,,,,,,,,,,,,,,,,,,,,,,,10635,11035,11000,11490,11650,11080,11015,11195,11160,10935,7830,7915,8255,8694,8929,9018,9180,8198,8887
2974_001.9,,,,,,,,,,,,,,,,,,,,,,,13535,15920,18465,19280,19550,17820,17710,17640,17190,16845,16425,16605,17320,18237,18729,18916,19256,17196,18640
2974_002.0,,,,,,,,,,,,,,,,,,,,,,,13535,15920,18465,19280,19550,17820,17710,17640,17190,16845,16425,16605,17320,18237,18729,18916,19256,17196,18640
2974_002.5,,,,,,,,,,,,,,,,,,,,,,,11500,8710,8685,12310,12480,11870,11875,11830,11795,11560,11270,11395,11885,12513,12851,12980,13214,11800,12791
2974_002.8,,,,,,,,,,,,,,,,,,,,,,,11210,11875,11840,12365,12430,11820,11750,12350,12310,12065,12745,12885,13440,14151,14533,14678,14942,13343,14464
2974_003.5,,,,,,,,,,,,,,,,,,,,,,,10345,10660,10800,11280,11440,10880,10815,10770,10740,10525,10260,10375,10820,11392,11700,11817,12030,10743,11645
2974_003.8,,,,,,,,,,,,,,,,,,,,,,,9930,9990,9960,7465,7570,7200,7155,7125,7105,6965,6790,6865,7160,7539,7743,7820,7961,7109,7706
2974_004.1,,,,,,,,,,,,,,,,,,,,,,,9930,9990,9960,7465,7570,7200,7155,7125,7105,6965,6790,6865,7160,7539,7743,7820,7961,7109,7706
2975_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1995,1955,1905,1925,2010,2115,2172,2194,2233,1994,2161
2975_000.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1995,1955,1905,1925,2010,2115,2172,2194,2233,1994,2161
2975_000.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1995,1955,1905,1925,2010,2115,2172,2194,2233,1994,2161
2975_001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1995,1955,1905,1925,2010,2115,2172,2194,2233,1994,2161
2975_002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1890,1885,1875,1840,1795,1815,1890,1991,2045,2065,2102,1877,2035
2975_002.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1890,1885,1875,1840,1795,1815,1890,1991,2045,2065,2102,1877,2035
2976_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,5579,5679,5071,5497
2976_000.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,5579,5679,5071,5497
2976_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,5579,5679,5071,5497
2977_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2977_000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2978_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,30810,31118,31678,28288,30664
2978_000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,30810,31118,31678,28288,30664
2979_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2979_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2979_001.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2980_000.0,,,,,,,,,,,,,,,,,,,,,,,3033,3055,3050,3300,3345,3180,3355,3345,3335,3265,3185,3220,3360,3536,3631,3667,3733,3334,3614
2980_000.4,,,,,,,,,,,,,,,,,,,,,,,7021,8550,7055,7370,7475,6420,6380,6355,6475,6345,6190,6255,6525,6871,7057,7128,7256,6480,7024
2980_000.9,,,,,,,,,,,,,,,,,,,,,,,7021,8550,8525,8905,9460,8995,8940,8905,8880,8700,6890,6965,7265,7648,7854,7933,8076,7212,7818
2980_001.3,,,,,,,,,,,,,,,,,,,,,,,7021,8550,8525,8905,9460,8995,8940,8905,8880,8700,6890,6965,7265,7648,7854,7933,8076,7212,7818
2982_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1890,1885,2265,2220,2165,2185,2280,2402,2467,2492,2537,2266,2456
2982_000.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1890,1885,2265,2220,2165,2185,2280,2402,2467,2492,2537,2266,2456
2982_001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1890,1885,2265,2220,2165,2185,2280,2402,2467,2492,2537,2266,2456
2983_000.0,,,,,,,,,,,,,,,,,,,,,,,25215,16920,16870,17615,17860,16985,16885,16815,16765,16430,16020,16195,16895,17788,18268,18451,18783,16773,18182
2983_000.5,,,,,,,,,,,,,,,,,,,,,,,27015,27180,18275,19085,19350,18405,18295,18220,18080,17715,17275,17465,18215,19180,19698,19895,20253,18086,19605
2983_000.7,,,,,,,,,,,,,,,,,,,,,,,30115,30295,30200,17500,17745,17070,17190,17210,16710,16660,17090,17845,18720,19542,20070,20331,20534,17865,19794
2983_000.8,,,,,,,,,,,,,,,,,,,,,,,30115,27350,27265,27675,30450,29290,29495,28335,27515,27430,23070,24085,25265,26379,27091,27443,27717,24114,26718
2983_001.1,,,,,,,,,,,,,,,,,,,,,,,24900,25050,24975,13365,13550,13590,13510,13455,13415,13150,12820,12960,13515,14233,14617,14763,15029,13421,14548
2983_001.6,,,,,,,,,,,,,,,,,,,,,,,16709,16810,16760,12000,12170,11570,11505,11455,11425,11195,10915,11035,11510,12120,12447,12571,12797,11428,12388
2983_001.7,,,,,,,,,,,,,,,,,,,,,,,16709,16810,16760,12000,12170,11570,11505,11455,11425,11195,10915,11035,11510,12120,12447,12571,12797,11428,12388
2983_002.1,,,,,,,,,,,,,,,,,,,,,,,16709,16810,16760,12000,12170,11570,11505,11455,11425,11195,10915,11035,11510,12120,12447,12571,12797,11428,12388
2986_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,884,900,803,870
2986_000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,884,900,803,870
2986_001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,884,900,803,870
2986_001.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,884,900,803,870
2986_002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,884,900,803,870
2986_002.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,884,900,803,870
2986_003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,884,900,803,870
2987_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2987_000.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2987_001.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2987_001.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2987_002.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2987_003.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2988_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2988_000.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2988_001.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000
2990_000.0,,,,,,,,,,,,,,,,,,,,,,,4219,3060,3055,3190,3595,3415,3395,3380,3370,3305,3220,3255,3395,3577,3674,3711,3778,3374,3657
2990_000.3,,,,,,,,,,,,,,,,,,,,,,,4219,3060,3055,3190,3595,3415,3395,3380,3370,3305,3220,3255,3395,3577,3674,3711,3778,3374,3657
2990_000.4,,,,,,,,,,,,,,,,,,,,,,,5310,5345,5330,5565,5645,5365,5335,5315,5295,5190,5060,5115,5335,5620,5772,5830,5935,5300,5745
2990_000.8,,,,,,,,,,,,,,,,,,,,,,,3705,3730,3720,2815,2855,2715,2700,2685,2680,2625,2560,2585,2700,2841,2918,2947,3000,2679,2904
2991_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2991_000.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2991_001.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2993_000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2993_000.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,500,500
2994_000.0,,,,,,,,,,,,,,,,,,,,,,,3970,4600,4590,4795,4860,4625,4595,4580,4565,4475,4360,4410,4600,4843,4974,5024,5114,4567,4951
2994_000.7,,,,,,,,,,,,,,,,,,,,,,,3032,3050,3045,3180,3225,2860,2845,2835,2865,2810,2740,2770,2890,3041,3123,3154,3211,2867,3108
